Location ID,Observed Property ID,Observed DateTime,Result Value,Result Unit,Lab: MDL,,,,,,,,,
WULE,Chlorophyll - a,2024-11-25 09:50:00.000+11:00,4.19,mg/m^3,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Biovolume,2024-11-25 09:50:00.000+11:00,0.006,mm3/l,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Cell count,2024-11-25 09:50:00.000+11:00,15208,cells/ml,,,,,,,,,,
WULE,Cyanobacteria Biovolume,2024-11-25 09:50:00.000+11:00,0.08,mm3/l,,,,,,,,,,
WULE,Enterococci,2024-11-25 09:50:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULE,Microcystis_Biovolume,2024-11-25 09:50:00.000+11:00,0.074,mm3/l,,,,,,,,,,
WULE,Microcystis_Cell count,2024-11-25 09:50:00.000+11:00,2858,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria,2024-11-25 09:50:00.000+11:00,2860,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria Biovolume,2024-11-25 09:50:00.000+11:00,0.074,mm3/l,,,,,,,,,,
WULE,Total Cyanobacteria,2024-11-25 09:50:00.000+11:00,18070,cells/ml,,,,,,,,,,
WULM,Chlorophyll - a,2024-11-25 09:45:00.000+11:00,3.12,mg/m^3,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Biovolume,2024-11-25 09:45:00.000+11:00,0.002,mm3/l,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Cell count,2024-11-25 09:45:00.000+11:00,6410,cells/ml,,,,,,,,,,
WULM,Cyanobacteria Biovolume,2024-11-25 09:45:00.000+11:00,0.031,mm3/l,,,,,,,,,,
WULM,Enterococci,2024-11-25 09:45:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULM,Microcystis_Biovolume,2024-11-25 09:45:00.000+11:00,0.029,mm3/l,,,,,,,,,,
WULM,Microcystis_Cell count,2024-11-25 09:45:00.000+11:00,1123,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria,2024-11-25 09:45:00.000+11:00,1120,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria Biovolume,2024-11-25 09:45:00.000+11:00,0.029,mm3/l,,,,,,,,,,
WULM,Total Cyanobacteria,2024-11-25 09:45:00.000+11:00,7530,cells/ml,,,,,,,,,,
WULW,Chlorophyll - a,2024-11-25 09:35:00.000+11:00,2.62,mg/m^3,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Biovolume,2024-11-25 09:35:00.000+11:00,0.002,mm3/l,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Cell count,2024-11-25 09:35:00.000+11:00,6553,cells/ml,,,,,,,,,,
WULW,Cyanobacteria Biovolume,2024-11-25 09:35:00.000+11:00,0.031,mm3/l,,,,,,,,,,
WULW,Enterococci,2024-11-25 09:35:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULW,Microcystis_Biovolume,2024-11-25 09:35:00.000+11:00,0.029,mm3/l,,,,,,,,,,
WULW,Microcystis_Cell count,2024-11-25 09:35:00.000+11:00,1123,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria,2024-11-25 09:35:00.000+11:00,1120,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria Biovolume,2024-11-25 09:35:00.000+11:00,0.029,mm3/l,,,,,,,,,,
WULW,Total Cyanobacteria,2024-11-25 09:35:00.000+11:00,7680,cells/ml,,,,,,,,,,
WULW,Ammonia as N,2024-11-11 12:00:00.000+11:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2024-11-11 12:00:00.000+11:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2024-11-11 12:00:00.000+11:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2024-11-11 12:00:00.000+11:00,,mg/L,0.01,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2024-11-11 12:00:00.000+11:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Phosphorus as P,2024-11-11 12:00:00.000+11:00,0.02,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2024-11-11 12:00:00.000+11:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2024-11-11 12:00:00.000+11:00,0.02,mg/L,0.01,,,,,,,,,
WULE,Total suspended solids,2024-11-11 12:00:00.000+11:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2024-11-11 12:00:00.000+11:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2024-11-11 12:00:00.000+11:00,,mg/L,5,,,,,,,,,
WULE,Ammonia as N,2024-11-11 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2024-11-11 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULW,Ammonia as N,2024-11-11 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2024-11-11 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2024-11-11 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Phosphorus as P,2024-11-11 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2024-11-11 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2024-11-11 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULW,Total suspended solids,2024-11-11 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2024-11-11 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2024-11-11 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Chlorophyll - a,2024-11-11 10:20:00.000+11:00,3.53,mg/m^3,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Biovolume,2024-11-11 10:20:00.000+11:00,0.007,mm3/l,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Cell count,2024-11-11 10:20:00.000+11:00,16086,cells/ml,,,,,,,,,,
WULE,Cyanobacteria Biovolume,2024-11-11 10:20:00.000+11:00,0.079,mm3/l,,,,,,,,,,
WULE,Enterococci,2024-11-11 10:20:00.000+11:00,3,cfu/100ml,,,,,,,,,,
WULE,Microcystis_Biovolume,2024-11-11 10:20:00.000+11:00,0.072,mm3/l,,,,,,,,,,
WULE,Microcystis_Cell count,2024-11-11 10:20:00.000+11:00,2763,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria,2024-11-11 10:20:00.000+11:00,2760,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria Biovolume,2024-11-11 10:20:00.000+11:00,0.072,mm3/l,,,,,,,,,,
WULE,Total Cyanobacteria,2024-11-11 10:20:00.000+11:00,18850,cells/ml,,,,,,,,,,
WULM,Chlorophyll - a,2024-11-11 10:10:00.000+11:00,3.23,mg/m^3,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Biovolume,2024-11-11 10:10:00.000+11:00,0.026,mm3/l,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Cell count,2024-11-11 10:10:00.000+11:00,59282,cells/ml,,,,,,,,,,
WULM,Cyanobacteria Biovolume,2024-11-11 10:10:00.000+11:00,0.087,mm3/l,,,,,,,,,,
WULM,Enterococci,2024-11-11 10:10:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULM,Microcystis_Biovolume,2024-11-11 10:10:00.000+11:00,0.061,mm3/l,,,,,,,,,,
WULM,Microcystis_Cell count,2024-11-11 10:10:00.000+11:00,2368,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria,2024-11-11 10:10:00.000+11:00,2370,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria Biovolume,2024-11-11 10:10:00.000+11:00,0.061,mm3/l,,,,,,,,,,
WULM,Total Cyanobacteria,2024-11-11 10:10:00.000+11:00,61650,cells/ml,,,,,,,,,,
WULW,Chlorophyll - a,2024-11-11 10:00:00.000+11:00,3.31,mg/m^3,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Biovolume,2024-11-11 10:00:00.000+11:00,0.006,mm3/l,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Cell count,2024-11-11 10:00:00.000+11:00,14684,cells/ml,,,,,,,,,,
WULW,Cyanobacteria Biovolume,2024-11-11 10:00:00.000+11:00,0.046,mm3/l,,,,,,,,,,
WULW,Enterococci,2024-11-11 10:00:00.000+11:00,5,cfu/100ml,,,,,,,,,,
WULW,Microcystis_Biovolume,2024-11-11 10:00:00.000+11:00,0.04,mm3/l,,,,,,,,,,
WULW,Microcystis_Cell count,2024-11-11 10:00:00.000+11:00,1551,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria,2024-11-11 10:00:00.000+11:00,1550,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria Biovolume,2024-11-11 10:00:00.000+11:00,0.04,mm3/l,,,,,,,,,,
WULW,Total Cyanobacteria,2024-11-11 10:00:00.000+11:00,16240,cells/ml,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Biovolume,2024-11-04 12:10:00.000+11:00,0.002,mm3/l,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Cell count,2024-11-04 12:10:00.000+11:00,4954,cells/ml,,,,,,,,,,
WULE,Cyanobacteria Biovolume,2024-11-04 12:10:00.000+11:00,0.053,mm3/l,,,,,,,,,,
WULE,Enterococci,2024-11-04 12:10:00.000+11:00,3,cfu/100ml,,,,,,,,,,
WULE,Microcystis_Biovolume,2024-11-04 12:10:00.000+11:00,0.051,mm3/l,,,,,,,,,,
WULE,Microcystis_Cell count,2024-11-04 12:10:00.000+11:00,1960,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria,2024-11-04 12:10:00.000+11:00,1960,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria Biovolume,2024-11-04 12:10:00.000+11:00,0.051,mm3/l,,,,,,,,,,
WULE,Total Cyanobacteria,2024-11-04 12:10:00.000+11:00,6910,cells/ml,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Biovolume,2024-11-04 12:00:00.000+11:00,0.006,mm3/l,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Cell count,2024-11-04 12:00:00.000+11:00,15127,cells/ml,,,,,,,,,,
WULM,Cyanobacteria Biovolume,2024-11-04 12:00:00.000+11:00,0.188,mm3/l,,,,,,,,,,
WULM,Enterococci,2024-11-04 12:00:00.000+11:00,6,cfu/100ml,,,,,,,,,,
WULM,Microcystis species 2_Biovolume,2024-11-04 12:00:00.000+11:00,0.057,mm3/l,,,,,,,,,,
WULM,Microcystis species 2_Cell count,2024-11-04 12:00:00.000+11:00,674,cells/ml,,,,,,,,,,
WULM,Microcystis_Biovolume,2024-11-04 12:00:00.000+11:00,0.125,mm3/l,,,,,,,,,,
WULM,Microcystis_Cell count,2024-11-04 12:00:00.000+11:00,4818,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria,2024-11-04 12:00:00.000+11:00,5490,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria Biovolume,2024-11-04 12:00:00.000+11:00,0.182,mm3/l,,,,,,,,,,
WULM,Total Cyanobacteria,2024-11-04 12:00:00.000+11:00,20620,cells/ml,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Biovolume,2024-11-04 11:45:00.000+11:00,0.01,mm3/l,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Cell count,2024-11-04 11:45:00.000+11:00,22755,cells/ml,,,,,,,,,,
WULW,Cyanobacteria Biovolume,2024-11-04 11:45:00.000+11:00,0.018,mm3/l,,,,,,,,,,
WULW,Enterococci,2024-11-04 11:45:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULW,Microcystis_Biovolume,2024-11-04 11:45:00.000+11:00,0.008,mm3/l,,,,,,,,,,
WULW,Microcystis_Cell count,2024-11-04 11:45:00.000+11:00,340,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria,2024-11-04 11:45:00.000+11:00,340,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria Biovolume,2024-11-04 11:45:00.000+11:00,0.008,mm3/l,,,,,,,,,,
WULW,Total Cyanobacteria,2024-11-04 11:45:00.000+11:00,23100,cells/ml,,,,,,,,,,
WULM,Ammonia as N,2024-10-28 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULW,Ammonia as N,2024-10-28 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2024-10-28 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2024-10-28 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2024-10-28 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2024-10-28 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Phosphorus as P,2024-10-28 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2024-10-28 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2024-10-28 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Total suspended solids,2024-10-28 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2024-10-28 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2024-10-28 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Chlorophyll - a,2024-10-28 11:10:00.000+11:00,5.27,mg/m^3,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Biovolume,2024-10-28 11:10:00.000+11:00,0.002,mm3/l,,,,,,,,,,
WULE,Coccoid Blue Green Picoplankton_Cell count,2024-10-28 11:10:00.000+11:00,4532,cells/ml,,,,,,,,,,
WULE,Cyanobacteria Biovolume,2024-10-28 11:10:00.000+11:00,0.044,mm3/l,,,,,,,,,,
WULE,Enterococci,2024-10-28 11:10:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULE,Microcystis_Biovolume,2024-10-28 11:10:00.000+11:00,0.042,mm3/l,,,,,,,,,,
WULE,Microcystis_Cell count,2024-10-28 11:10:00.000+11:00,1647,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria,2024-10-28 11:10:00.000+11:00,1650,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria Biovolume,2024-10-28 11:10:00.000+11:00,0.042,mm3/l,,,,,,,,,,
WULE,Total Cyanobacteria,2024-10-28 11:10:00.000+11:00,6180,cells/ml,,,,,,,,,,
WULM,Chlorophyll - a,2024-10-28 11:00:00.000+11:00,2.26,mg/m^3,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Biovolume,2024-10-28 11:00:00.000+11:00,0.001,mm3/l,,,,,,,,,,
WULM,Coccoid Blue Green Picoplankton_Cell count,2024-10-28 11:00:00.000+11:00,4083,cells/ml,,,,,,,,,,
WULM,Cyanobacteria Biovolume,2024-10-28 11:00:00.000+11:00,0.027,mm3/l,,,,,,,,,,
WULM,Enterococci,2024-10-28 11:00:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULM,Microcystis_Biovolume,2024-10-28 11:00:00.000+11:00,0.026,mm3/l,,,,,,,,,,
WULM,Microcystis_Cell count,2024-10-28 11:00:00.000+11:00,1034,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria,2024-10-28 11:00:00.000+11:00,1030,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria Biovolume,2024-10-28 11:00:00.000+11:00,0.026,mm3/l,,,,,,,,,,
WULM,Total Cyanobacteria,2024-10-28 11:00:00.000+11:00,5120,cells/ml,,,,,,,,,,
WULW,Chlorophyll - a,2024-10-28 10:45:00.000+11:00,7.67,mg/m^3,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Biovolume,2024-10-28 10:45:00.000+11:00,0,mm3/l,,,,,,,,,,
WULW,Coccoid Blue Green Picoplankton_Cell count,2024-10-28 10:45:00.000+11:00,1021,cells/ml,,,,,,,,,,
WULW,Cyanobacteria Biovolume,2024-10-28 10:45:00.000+11:00,0.041,mm3/l,,,,,,,,,,
WULW,Enterococci,2024-10-28 10:45:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULW,Microcystis_Biovolume,2024-10-28 10:45:00.000+11:00,0.041,mm3/l,,,,,,,,,,
WULW,Microcystis_Cell count,2024-10-28 10:45:00.000+11:00,1572,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria,2024-10-28 10:45:00.000+11:00,1570,cells/ml,,,,,,,,,,
WULW,Potentially Toxic Cyanobacteria Biovolume,2024-10-28 10:45:00.000+11:00,0.041,mm3/l,,,,,,,,,,
WULW,Total Cyanobacteria,2024-10-28 10:45:00.000+11:00,2590,cells/ml,,,,,,,,,,
WULW,Ammonia as N,2024-10-14 12:00:00.000+10:00,0.05,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2024-10-14 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2024-10-14 12:00:00.000+10:00,0.07,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2024-10-14 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2024-10-14 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Phosphorus as P,2024-10-14 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2024-10-14 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2024-10-14 12:00:00.000+10:00,0.05,mg/L,0.01,,,,,,,,,
WULW,Total suspended solids,2024-10-14 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2024-10-14 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2024-10-14 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Chlorophyll - a,2024-10-14 09:35:00.000+11:00,7.4,mg/m^3,,,,,,,,,,
WULE,Cyanobacteria Biovolume,2024-10-14 09:35:00.000+11:00,0.127,mm3/l,,,,,,,,,,
WULE,Enterococci,2024-10-14 09:35:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULE,Microcystis_Biovolume,2024-10-14 09:35:00.000+11:00,0.127,mm3/l,,,,,,,,,,
WULE,Microcystis_Cell count,2024-10-14 09:35:00.000+11:00,4899,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria,2024-10-14 09:35:00.000+11:00,4900,cells/ml,,,,,,,,,,
WULE,Potentially Toxic Cyanobacteria Biovolume,2024-10-14 09:35:00.000+11:00,0.127,mm3/l,,,,,,,,,,
WULE,Total Cyanobacteria,2024-10-14 09:35:00.000+11:00,4900,cells/ml,,,,,,,,,,
WULM,Chlorophyll - a,2024-10-14 09:20:00.000+11:00,6.6,mg/m^3,,,,,,,,,,
WULM,Cyanobacteria Biovolume,2024-10-14 09:20:00.000+11:00,0.196,mm3/l,,,,,,,,,,
WULM,Enterococci,2024-10-14 09:20:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULM,Microcystis_Biovolume,2024-10-14 09:20:00.000+11:00,0.196,mm3/l,,,,,,,,,,
WULM,Microcystis_Cell count,2024-10-14 09:20:00.000+11:00,7526,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria,2024-10-14 09:20:00.000+11:00,7530,cells/ml,,,,,,,,,,
WULM,Potentially Toxic Cyanobacteria Biovolume,2024-10-14 09:20:00.000+11:00,0.196,mm3/l,,,,,,,,,,
WULM,Total Cyanobacteria,2024-10-14 09:20:00.000+11:00,7530,cells/ml,,,,,,,,,,
WULW,Chlorophyll - a,2024-10-14 09:10:00.000+11:00,6.5,mg/m^3,,,,,,,,,,
WULW,Cyanobacteria Biovolume,2024-10-14 09:10:00.000+11:00,0.07,mm3/l,,,,,,,,,,
WULW,Enterococci,2024-10-14 09:10:00.000+11:00,1,cfu/100ml,,,,,,,,,,
WULW,Microcystis_Biovolume,2024-10-14 09:10:00.000+11:00,0.07,mm3/l,,,,,,,,,,
WULW,Microcystis_Cell count,2024-10-14 09:10:00.000+11:00,2695,cells/ml,,,,,,,,,,
